,GRYD_ETO_ID,Categorized_Activities
2354,Hollenbeck 1-20-368-2,
2355,Harbor-21-248-1,
2356,Northeast-25-26-1,sports
2357,Northeast-25-25-1,Sports
2358,Foothill-14-506-1,church
2359,Newton 1-17-235-3,
2360,Harbor-21-244-1,
2361,Southeast 2-20-331-1,
2362,Northeast-25-24-1,church
2363,Newton 1-23-325-1,sports
2364,Southeast 2-20-338-1,family
2365,Foothill-14-499-1,
2366,Southeast 2-20-333-1,
2367,Newton 1-23-317-1,sports
2368,Newton 1-23-313-1,
2369,Newton 1-23-316-1,
2370,Southeast 1-24-14-1,job
2371,Newton 1-23-314-1,
2372,Harbor-21-252-1,
2373,Harbor-21-251-1,
2374,Olympic-25-59-1,
2375,Devonshire-Topanga-11-188-1,
2376,Southeast 2-20-336-1,
2377,Hollenbeck 2-20-136-2,art
2378,Southeast 2-20-325-1,sports
2379,Rampart 1-12-518-1,
2380,Devonshire-Topanga-11-180-1,
2381,Southeast 2-20-268-1,
2382,Southeast 2-20-328-1,sports
2383,Southeast 2-20-326-1,
2384,Southeast 2-20-313-1,
2385,Southeast 2-20-337-1,
2386,Olympic-25-14-1,
2387,Hollenbeck 2-20-231-2,sports
2388,Newton 1-17-159-3,
2389,Harbor-21-257-1,
2390,Southeast 2-20-329-1,
2391,Newton 1-23-335-1,
2392,Hollenbeck 1-20-260-2,sports
2393,Olympic-25-58-1,
2394,Southwest 2-23-183-1,sports
2395,Hollenbeck 3-20-298-1,church
2396,Newton 1-23-331-1,
2397,Newton 1-23-318-1,
2398,Newton 2-23-308-1,
2399,Harbor-21-258-1,
2400,Hollenbeck 2-20-224-2,sports
2401,Southeast 3-10-176-2,study
2402,Harbor-21-259-1,
2403,Devonshire-Topanga-11-177-1,
2404,Harbor-21-256-1,
2405,Harbor-21-255-1,
2406,Harbor-21-501-1,
2407,Foothill-14-512-1,
2408,Harbor-21-254-1,
2409,Hollenbeck 2-20-199-2,study
2410,Olympic-25-54-2,
2411,Hollenbeck 1-20-177-3,
2412,Newton 2-23-299-1,
2413,Devonshire-Topanga-11-186-1,
2414,Harbor-21-502-1,
2415,Southeast 1-24-10-1,job
2416,Newton 2-23-320-1,program
2417,Newton 2-23-330-1,"volunteer, program"
2418,Southeast 1-24-15-1,
2419,Olympic-25-52-1,
2420,Southeast 1-24-3-1,sports
2421,Hollenbeck 2-20-180-2,program
2422,Hollenbeck 2-20-200-2,
2423,Hollenbeck 2-20-192-2,program
2424,Southwest 1-15-290-2,study
2425,Southeast 3-10-222-1,
2426,Newton 2-23-321-1,"job, family"
2427,Northeast-20-314-3,other
2428,Southeast 2-20-348-1,
2429,Southeast 2-20-347-1,
2430,NHSEA-0-222-5,program
2431,Southeast 2-20-344-1,
2432,Hollywood-12-119-2,sports
2433,Olympic-25-67-1,
2434,Devonshire-Topanga-11-181-1,
2435,Newton 2-23-263-1,
2436,Olympic-25-13-1,
2437,Newton 2-23-290-1,other
2438,Foothill-14-388-1,
2439,Southeast 2-20-236-2,
2440,Southeast 2-20-174-2,
2441,Northeast-25-5-1,volunteer
2442,Hollenbeck 1-20-86-3,
2443,Southwest 2-23-179-1,sports
2444,Newton 2-23-319-1,therapy
2445,Northeast-25-34-1,
2446,Southwest 1-15-384-2,job
2447,Olympic-25-68-1,
2448,Devonshire-Topanga-11-183-1,
2449,Newton 2-23-335-1,sports
2450,Southwest 2-23-243-1,sports
2451,Southwest 2-23-169-1,sports
2452,Southwest 1-15-381-2,
2453,Harbor-21-243-1,
2454,Northeast-25-27-1,
2455,NHSEA-0-348-3,
2456,Rampart 2-23-321-1,art
2457,Northeast-25-42-1,art
2458,Devonshire-Topanga-11-192-1,study
2459,Northeast-25-40-1,sports
2460,Devonshire-Topanga-11-156-2,
2461,Rampart 2-23-302-1,selfimprovement
2462,77th 2-13-1490-1,volunteer
2463,NHSEA-0-227-4,
2464,Southwest 2-23-178-1,sports
2465,Hollenbeck 1-20-243-1,family
2466,77th 2-13-1484-1,
2467,Southwest 1-15-414-1,job
2468,77th 2-13-1489-1,
2469,Northeast-25-41-1,sports
2470,Rampart 2-23-319-1,
2471,77th 3-20-186-3,
2472,Rampart 2-23-325-1,
2473,Harbor-21-267-1,
2474,Southwest 2-23-251-1,sports
2475,Southwest 2-23-249-1,sports
2476,Harbor-21-266-1,study
2477,Southwest 2-23-259-1,
2478,Newton 2-23-278-1,program
2479,Southwest 1-15-319-2,job
2480,Southwest 2-23-253-1,spports
2481,Southwest 2-23-254-1,sports
2482,Hollenbeck 2-20-10-3,selfimprovement
2483,Hollenbeck 3-20-266-2,sports
2484,Northeast-25-39-1,
2485,Northeast-25-38-1,
2486,Southeast 1-24-8-1,
2487,Northeast-25-44-1,program
2488,Newton 2-23-287-1,other
2489,Hollenbeck 1-20-384-1,
2490,Rampart 2-23-317-1,
2491,Devonshire-Topanga-11-152-2,
2492,Hollenbeck 1-20-160-3,sports
2493,Foothill-14-449-1,
2494,Newton 2-23-279-1,job
2495,Southeast 1-24-37-1,
2496,Southwest 1-15-390-2,job
2497,Rampart 2-23-309-1,
2498,Hollenbeck 2-20-201-2,
2499,Rampart 2-23-327-1,
2500,Southwest 1-15-316-2,
2501,Hollenbeck 3-20-191-2,art
2502,Hollenbeck 1-20-104-3,
2503,Southwest 1-15-387-2,
2504,Southwest 1-15-398-2,other
2505,Hollenbeck 1-20-253-2,
2506,77th 3-20-363-1,entertainment
2507,Rampart 1-12-613-1,job
2508,Hollenbeck 3-20-202-2,
2509,Rampart 1-12-620-1,
2510,Southwest 1-15-350-2,job
2511,77th 1-16-259-1,sports
2512,Harbor-21-269-1,
2513,Rampart 1-12-618-1,job
2514,NHSEA-0-299-4,
2515,Foothill-14-380-1,sports
2516,Harbor-21-262-1,
2517,Olympic-25-80-1,
2518,Harbor-21-263-1,
2519,Harbor-21-261-1,
2520,Newton 2-23-286-1,volunteer
2521,Hollenbeck 1-20-266-2,
2522,Hollenbeck 1-20-254-2,
2523,Harbor-21-264-1,
2524,Southwest 2-23-266-1,sports
2525,Newton 2-23-312-1,
2526,Newton 2-23-313-1,volunteer
2527,Rampart 1-12-536-1,job
2528,Northeast-25-45-2,other
2529,Newton 1-23-343-1,
2530,BHSEA-2-109-2,
2531,BVCB-0-225-3,
2532,Hollenbeck 3-20-240-2,sports
2533,Hollenbeck 3-20-253-2,art
2534,Newton 2-23-258-1,
2535,Southwest 1-15-348-3,"study, job"
2536,Hollenbeck 3-20-251-2,"art, sports"
2537,BVCB-0-88-4,
2538,Harbor-21-268-1,
2539,Hollenbeck 1-20-245-2,
2540,Foothill-14-451-1,job
2541,Devonshire-Topanga-11-153-2,
2542,Southwest 2-23-263-1,sports
2543,Hollenbeck 3-20-199-2,other
2544,Devonshire-Topanga-11-187-1,
2545,Southwest 2-23-257-1,sports
2546,Rampart 1-12-617-1,
2547,Southwest 2-23-261-1,sports
2548,Devonshire-Topanga-11-147-2,
2549,Newton 2-23-291-1,job
2550,Hollenbeck 1-20-199-3,
2551,NHSEA-0-117-4,
2552,Southwest 2-23-260-1,sports
2553,Hollenbeck 1-20-368-2,program
2554,Hollenbeck 3-20-250-2,other
2555,Rampart 2-23-329-1,
2556,Devonshire-Topanga-11-162-1,
2557,Hollenbeck 3-20-169-3,job
2558,Southwest 2-23-96-1,sports
2559,Devonshire-Topanga-11-18-3,church
2560,Newton 2-23-326-1,
2561,Devonshire-Topanga-11-129-1,
2562,Devonshire-Topanga-11-117-2,sports
2563,Hollenbeck 1-20-102-4,
2564,Hollenbeck 1-20-263-2,
2565,Foothill-14-411-1,
2566,Southwest 2-23-267-1,
2567,Olympic-25-78-1,
2568,Southwest 2-23-255-1,sports
2569,BVCB-0-192-5,selfimprovement
2570,Devonshire-Topanga-11-120-2,sports
2571,Olympic-25-73-1,
2572,Newton 1-23-355-1,
2573,Newton 1-23-351-1,other
2574,Harbor-21-234-1,
2575,Southwest 2-23-265-1,sports
2576,Hollenbeck 1-20-228-2,selfimprovement
2577,Harbor-21-221-1,
2578,Southwest 2-23-81-2,church
2579,Southwest 1-15-301-3,
2580,Harbor-21-224-1,
2581,Southwest 1-15-338-2,
2582,Southwest 2-23-79-3,church
2583,Harbor-21-226-1,
2584,Harbor-21-229-1,
2585,77th 2-13-1509-1,"sports, church, volunteer"
2586,77th 2-13-1508-1,"sports, church, volunteer"
2587,Southeast 1-24-46-1,
2588,Southeast 1-24-54-1,
2589,77th 2-13-1507-1,"sports, church, volunteer"
2590,77th 2-13-1506-1,"sports, church, volunteer"
2591,Rampart 1-12-625-1,
2592,Hollenbeck 1-20-248-2,sports
2593,Harbor-21-223-1,
2594,77th 2-13-1500-1,"sports, church, volunteer"
2595,77th 2-13-1502-1,"sports, church, volunteer"
2596,77th 2-13-1501-1,"sports, church, volunteer"
2597,77th 2-13-1503-1,"sports, church, volunteer"
2598,77th 2-13-1504-1,"study, church, volunteer"
2599,77th 2-13-1505-1,"sports, church, volunteer"
2600,Rampart 2-23-351-1,sports
2601,Foothill-14-516-1,"sports, study"
2602,Southeast 3-10-229-1,"sports, church, volunteer"
2603,Southeast 3-10-302-1,"study, sports"
2604,Southeast 3-10-312-1,selfimprovement
2605,Southeast 3-10-301-1,"sports, church, volunteer"
2606,Foothill-14-519-1,
2607,Foothill-14-515-1,
2608,Southeast 3-10-303-1,"sports, church, volunteer"
2609,Southeast 3-10-306-1,"sports, church "
2610,Devonshire-Topanga-11-168-2,
2611,Newton 2-23-341-1,job
2612,77th 2-13-1384-2,sports
2613,Southeast 3-10-308-1,"sports, church, volunteer"
2614,Southeast 3-10-304-1,church
2615,Southeast 3-10-307-1,sports
2616,Devonshire-Topanga-11-193-1,
2617,Southeast 3-10-305-1,church
2618,Harbor-21-228-1,
2619,Southwest 1-15-393-2,
2620,77th 2-13-1382-2,sports
2621,Southeast 3-10-314-1,volunteer
2622,Southwest 2-23-125-2,sports
2623,Harbor-21-238-1,
2624,Hollenbeck 1-20-244-1,
2625,77th 2-13-1383-2,study
2626,Harbor-21-237-1,
2627,Rampart 1-12-619-1,
2628,Harbor-21-235-1,
2629,Hollenbeck 1-20-250-2,
2630,Northeast-25-48-1,church
2631,Southeast 3-10-309-1,
2632,Southeast 3-10-310-1,
2633,Southeast 3-10-311-1,
2634,Northeast-25-43-1,church
2635,Northeast-25-46-1,
2636,Hollenbeck 1-20-217-2,sports
2637,Rampart 2-23-344-1,
2638,Hollenbeck 2-20-221-2,program
2639,Southwest 2-23-268-1,sports
2640,Southwest 2-23-258-1,
2641,Harbor-21-242-1,
2642,Southeast 1-24-65-1,other
2643,Newton 2-23-331-1,"study, program"
2644,Hollenbeck 1-20-387-2,
2645,Southwest 2-23-270-1,study
2646,Foothill-14-526-1,
2647,BVCB-0-126-3,sports
2648,Harbor-21-220-1,
2649,Newton 1-23-356-1,other
2650,Southeast 2-20-290-1,hygiene
2651,Hollenbeck 3-20-257-1,"art, entertainment"
2652,Newton 2-23-200-2,
2653,Northeast-25-49-1,sports
2654,Southeast 1-24-66-1,selfimprovement
2655,Southeast 1-24-60-2,selfimprovement
2656,Foothill-14-410-1,
2657,Foothill-14-481-2,
2658,Southwest 1-15-360-3,
2659,Southeast 1-24-64-1,
2660,Foothill-14-528-1,
2661,BVCB-0-114-4,selfimprovement
2662,Southwest 2-23-103-1,sports
2663,Hollenbeck 1-20-105-4,
2664,Olympic-25-86-1,
2665,Newton 2-23-346-1,"program, volunteer"
2666,Hollenbeck 2-20-158-3,program
2667,Southwest 1-15-397-2,volunteer
2668,Foothill-14-522-1,
2669,Southeast 1-24-57-1,
2670,Rampart 2-23-360-1,
2671,Devonshire-Topanga-11-195-1,volunteer
2672,Southwest 2-23-272-1,sports
2673,Foothill-14-529-1,
2674,Hollenbeck 1-20-207-2,program
2675,Foothill-14-539-1,study
2676,Hollenbeck 2-20-222-2,job
2677,Foothill-14-527-1,volunteer
2678,Foothill-14-525-1,
2679,Southwest 1-15-375-2,sports
2680,Newton 1-23-350-1,
2681,Hollenbeck 1-20-371-2,program
2682,Southwest 2-23-273-1,study
2683,Southeast 2-20-311-2,hygiene
2684,Southwest 2-23-97-2,study
2685,Foothill-14-535-1,
2686,Harbor-21-240-1,femily
2687,Southwest 2-23-271-1,sports
2688,Southwest 2-23-135-2,study
2689,Rampart 2-23-362-1,
2690,Hollenbeck 1-20-131-4,
2691,Southeast 2-20-283-1,hygiene
2692,77th 3-20-325-2,
2693,Hollenbeck 1-20-373-2,
2694,Hollenbeck 2-20-82-3,program
2695,Hollywood-12-138-1,job
2696,Newton 1-23-362-1,
2697,Foothill-14-517-1,
2698,Foothill-14-536-1,church
2699,Hollenbeck 1-20-379-2,
2700,Southwest 2-23-219-1,sports
2701,Foothill-14-514-1,
2702,Southwest 2-23-202-1,sports
2703,Hollenbeck 1-20-149-3,
2704,Southwest 1-15-308-3,
2705,Harbor-21-239-1,job
2706,Southwest 1-15-337-2,job
2707,Hollenbeck 3-20-241-2,art
2708,Newton 1-23-364-1,sports
2709,Southwest 2-23-177-1,sports
2710,Foothill-14-432-2,
2711,Southwest 1-15-402-2,selfimprovement
2712,NHSEA-0-134-2,
2713,Southwest 1-15-322-2,family
2714,Southeast 1-24-55-1,
2715,Rampart 1-12-600-2,
2716,77th 3-20-349-1,job
2717,Foothill-14-175-2,sports
2718,77th 3-20-355-1,sports
2719,77th 3-20-369-1,
2720,Hollenbeck 3-20-272-2,
2721,77th 3-20-373-1,
2722,77th 3-20-345-2,sports
2723,Southeast 1-24-71-1,other
2724,Newton 2-23-310-1,"job, volunteer"
2725,77th 3-20-334-1,"study, selfimprovement"
2726,Southwest 2-23-193-1,program
2727,Newton 2-23-339-1,program
2728,Newton 1-17-276-2,
2729,Rampart 1-12-590-2,job
2730,Southeast 1-24-14-1,
2731,Foothill-14-474-2,
2732,Hollenbeck 3-20-270-2,
2733,Southwest 2-23-222-1,sports
2734,Hollenbeck 2-20-228-2,program
2735,Foothill-14-530-1,
2736,Southwest 2-23-281-1,
2737,Hollenbeck 3-20-264-1,entertainment
2738,Southwest 2-23-277-1,program
2739,Southeast 1-24-77-1,family
2740,77th 3-20-322-2,
2741,Southeast 1-24-82-1,family
2742,Southeast 1-24-80-1,other
2743,Southeast 1-24-79-1,sports
2744,Rampart 1-12-633-1,
2745,Northeast-25-7-1,volunteer
2746,Foothill-14-533-1,
2747,Northeast-25-70-2,sports
2748,Northeast-25-69-2,sports
2749,Rampart 1-12-391-3,
2750,Southeast 1-24-72-1,sports
2751,Northeast-25-68-2,family
2752,Southwest 2-23-279-1,other
2753,Northeast-25-26-1,sports
2754,Northeast-25-25-1,sports
2755,77th 3-20-290-2,job
2756,Hollenbeck 3-20-294-2,sports
2757,Hollenbeck 3-20-298-1,"art, entertainment"
2758,Southeast 1-24-85-1,
2759,Southwest 2-23-278-1,church
2760,Southwest 2-23-280-1,workout
2761,Northeast-25-64-1,sports
2762,Mission-14-413-1,volunteer
2763,77th 3-20-376-1,"sports, entertainment"
2764,Pacific-18-110-2,sports
